epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
92,8967.57,0.0476,1.88246,0.88372,0.88487,0.9063,0.9505,0.9505,0.06456,0.29491,0.36661,0.003994,0.003994,0.003994
93,9069.07,inf,1.88554,0.88585,0.88813,0.90617,0.95339,0.95339,0.06244,0.29353,0.36475,0.003928,0.003928,0.003928
94,9169.46,0.04701,1.88278,0.8871,0.89161,0.90331,0.95219,0.95219,0.06182,0.29254,0.36402,0.003862,0.003862,0.003862
95,9270.45,0.04619,1.86813,0.88563,0.89395,0.90235,0.95128,0.95128,0.06126,0.29246,0.36297,0.003796,0.003796,0.003796
96,9371.54,0.04583,1.86141,0.8846,0.895,0.9015,0.95143,0.95143,0.0611,0.29076,0.36277,0.00373,0.00373,0.00373
97,9475.06,0.04637,1.85309,0.88325,0.89493,0.90134,0.95085,0.95085,0.06136,0.28823,0.36293,0.003664,0.003664,0.003664
98,9573.34,0.04455,1.85526,0.88737,0.90034,0.89662,0.95233,0.95233,0.06141,0.28526,0.36296,0.003598,0.003598,0.003598
99,9666.82,0.04357,1.85314,0.88379,0.86015,0.924,0.95334,0.95334,0.06103,0.28399,0.36249,0.003532,0.003532,0.003532
100,9768.2,0.04435,1.84189,0.8831,0.85185,0.93258,0.95398,0.95394,0.06072,0.28258,0.36219,0.003466,0.003466,0.003466
101,9858.44,0.04394,1.83533,0.88409,0.85734,0.92829,0.95358,0.95358,0.06011,0.2809,0.36179,0.0034,0.0034,0.0034
102,9947.19,0.04324,1.84391,0.88461,0.85713,0.9297,0.95418,0.95418,0.06003,0.27906,0.36152,0.003334,0.003334,0.003334
103,10033.9,0.04296,1.84965,0.88635,0.90125,0.90232,0.95451,0.95451,0.05995,0.27822,0.3612,0.003268,0.003268,0.003268
104,10122.6,0.04309,1.84096,0.88443,0.85642,0.93651,0.95514,0.95514,0.05961,0.2763,0.36095,0.003202,0.003202,0.003202
105,10213,0.04275,1.8401,0.88476,0.85883,0.93623,0.9557,0.9557,0.05967,0.27438,0.36076,0.003136,0.003136,0.003136
106,10301.1,inf,1.8066,0.88435,0.86192,0.93607,0.95619,0.95615,0.05983,0.27347,0.36082,0.00307,0.00307,0.00307
107,10391.9,0.04033,1.80851,0.88309,0.85951,0.93625,0.95621,0.95621,0.05991,0.27246,0.36071,0.003004,0.003004,0.003004
108,10478,0.04214,1.82252,0.8868,0.86189,0.93655,0.9566,0.9566,0.06022,0.27217,0.36081,0.002938,0.002938,0.002938
109,10565.3,0.04288,1.80706,0.88324,0.86543,0.93632,0.95706,0.95706,0.06058,0.27219,0.36097,0.002872,0.002872,0.002872
110,10657.5,inf,1.80193,0.8813,0.86768,0.936,0.95741,0.95741,0.061,0.27073,0.36132,0.002806,0.002806,0.002806
111,10745.1,0.04006,1.80463,0.8848,0.87354,0.93346,0.95826,0.95826,0.06135,0.27104,0.36153,0.00274,0.00274,0.00274
112,10838.2,0.03953,1.82082,0.88472,0.86898,0.93507,0.95812,0.95812,0.06138,0.27069,0.36156,0.002674,0.002674,0.002674
113,10937.3,0.03937,1.80446,0.88277,0.86999,0.93499,0.95868,0.95868,0.06124,0.26969,0.3615,0.002608,0.002608,0.002608
114,11036.8,0.03949,1.79378,0.88551,0.8708,0.9356,0.95874,0.95874,0.06131,0.26936,0.36146,0.002542,0.002542,0.002542
115,11129.7,0.04024,1.8008,0.88409,0.87557,0.93131,0.95934,0.95934,0.06151,0.26811,0.36174,0.002476,0.002476,0.002476
