epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
91,3254.89,0.69089,0.50423,0.99568,0.93184,0.91792,0.96752,0.80068,0.57699,0.36606,0.92233,0.000406,0.000406,0.000406
92,3291.66,0.68672,0.50785,0.99869,0.93882,0.90418,0.96399,0.80189,0.56604,0.36189,0.91749,0.0003994,0.0003994,0.0003994
93,3328.51,0.7084,0.51656,1.00723,0.95998,0.88566,0.967,0.80495,0.56643,0.35618,0.91884,0.0003928,0.0003928,0.0003928
94,3365.25,0.69622,0.5235,1.00589,0.95065,0.89224,0.96277,0.79929,0.58381,0.36965,0.92447,0.0003862,0.0003862,0.0003862
95,3401.24,0.70414,0.50503,1.00515,0.95594,0.88438,0.9618,0.79698,0.58114,0.36332,0.92295,0.0003796,0.0003796,0.0003796
96,3438.08,0.69011,0.50264,1.00353,0.95612,0.88525,0.96456,0.80417,0.56615,0.35857,0.91997,0.000373,0.000373,0.000373
97,3475.22,0.68822,0.4978,0.99459,0.94666,0.91573,0.96556,0.80723,0.56026,0.35439,0.91602,0.0003664,0.0003664,0.0003664
98,3511.85,0.6821,0.50351,0.99472,0.93494,0.91116,0.96537,0.806,0.56539,0.35768,0.92013,0.0003598,0.0003598,0.0003598
99,3548.81,0.67942,0.49442,0.9979,0.94252,0.90495,0.96546,0.80327,0.57179,0.35688,0.92054,0.0003532,0.0003532,0.0003532
100,3584.92,0.67664,0.49651,0.98984,0.96705,0.8861,0.96473,0.80666,0.56264,0.35651,0.91696,0.0003466,0.0003466,0.0003466
101,3621.3,0.66886,0.4941,0.98398,0.93749,0.90086,0.96151,0.80612,0.56507,0.35766,0.91542,0.00034,0.00034,0.00034
102,3657.87,0.67223,0.49653,0.9917,0.95436,0.89472,0.9642,0.80236,0.5619,0.36152,0.91393,0.0003334,0.0003334,0.0003334
103,3694.32,0.66491,0.49009,0.98977,0.94345,0.89578,0.96349,0.80407,0.55879,0.35658,0.91369,0.0003268,0.0003268,0.0003268
104,3730.07,0.67302,0.4922,0.98851,0.94351,0.91026,0.96454,0.80825,0.55509,0.35772,0.91097,0.0003202,0.0003202,0.0003202
105,3766.51,0.67353,0.49084,0.9938,0.94715,0.90558,0.96076,0.80247,0.56491,0.35533,0.91695,0.0003136,0.0003136,0.0003136
106,3802.42,0.65199,0.4863,0.98077,0.95263,0.90691,0.9637,0.80589,0.55962,0.3529,0.91366,0.000307,0.000307,0.000307
107,3838.6,0.6639,0.48744,0.98835,0.95161,0.90419,0.96426,0.80884,0.56188,0.3584,0.91386,0.0003004,0.0003004,0.0003004
108,3875.04,0.65917,0.47431,0.97971,0.93539,0.89986,0.96201,0.80216,0.56356,0.35952,0.91721,0.0002938,0.0002938,0.0002938
109,3911.31,0.65014,0.47499,0.98009,0.95211,0.90137,0.96213,0.80585,0.55818,0.35727,0.91236,0.0002872,0.0002872,0.0002872
110,3947.4,0.65752,0.48039,0.98655,0.96414,0.89011,0.96182,0.80428,0.56724,0.35342,0.91771,0.0002806,0.0002806,0.0002806
111,3983.66,0.65295,0.47523,0.9807,0.94474,0.91276,0.96156,0.8082,0.55403,0.34969,0.91254,0.000274,0.000274,0.000274
112,4020.02,0.65459,0.47832,0.98246,0.94004,0.91212,0.96471,0.80966,0.55668,0.34979,0.91184,0.0002674,0.0002674,0.0002674
113,4056.73,0.64968,0.47185,0.98782,0.93546,0.91831,0.96597,0.81193,0.55416,0.34732,0.90943,0.0002608,0.0002608,0.0002608
114,4093.86,0.64434,0.46296,0.97332,0.94794,0.90118,0.96524,0.81327,0.55347,0.34911,0.91206,0.0002542,0.0002542,0.0002542
115,4130.32,0.65025,0.47351,0.97833,0.93392,0.90565,0.96247,0.81105,0.54963,0.34984,0.90887,0.0002476,0.0002476,0.0002476
116,4166.78,0.64162,0.46679,0.97787,0.95351,0.91,0.96268,0.81673,0.54946,0.34551,0.90933,0.000241,0.000241,0.000241
117,4203.57,0.63412,0.45154,0.96991,0.94784,0.90307,0.96382,0.81307,0.55079,0.34571,0.91143,0.0002344,0.0002344,0.0002344
118,4240.48,0.62996,0.46022,0.96889,0.9516,0.90308,0.96262,0.81707,0.54455,0.34091,0.90969,0.0002278,0.0002278,0.0002278
119,4277.36,0.63706,0.46225,0.97508,0.9629,0.88924,0.96066,0.81295,0.54515,0.33952,0.90966,0.0002212,0.0002212,0.0002212
120,4314.07,0.64794,0.47115,0.97534,0.94623,0.90543,0.95978,0.80723,0.55008,0.34104,0.90964,0.0002146,0.0002146,0.0002146
121,4350.12,0.62259,0.44868,0.9725,0.95885,0.89383,0.96284,0.81398,0.54243,0.33981,0.90504,0.000208,0.000208,0.000208
122,4387.45,0.62073,0.45216,0.96887,0.93645,0.9158,0.9636,0.81587,0.54657,0.34007,0.90619,0.0002014,0.0002014,0.0002014
123,4424.44,0.62654,0.44837,0.97328,0.9578,0.8882,0.96369,0.8169,0.5383,0.34043,0.90554,0.0001948,0.0001948,0.0001948
124,4460.3,0.61603,0.43684,0.96678,0.95377,0.89768,0.96582,0.81526,0.54234,0.33511,0.90725,0.0001882,0.0001882,0.0001882
